repo,merge,commits_p1,commits_p2,files_p1,files_p2,overlap_files,overlap_ratio,authors_p1,authors_p2,churn_p1,churn_p2,conflict_files,code_conflict,divergence_days,label
maven,fac10d2c91dfb37be05e60313b8204457de05477,2,1,1,19,0,0.0,2,1,3,406,,0,26.262,0
maven,6c343136b0ae03dba591d110dca0defc6b1239b8,7,3,27,6,0,0.0,4,1,1022,475,,0,5.617,0
maven,ef62d7a4bd57cdd315dfa187780790e3449321aa,1,1,2,3,1,0.25,1,1,2,16,,0,1.596,0
maven,ef313b620cece6f580552b1074813fe960a5d75e,1,1,1,9,0,0.0,1,1,8,330,,0,11.746,0
maven,976a706ddd938d61aea3e3b57cfc6333ade58230,3,1,25,18,1,0.0238,3,1,273,645,its/core-it-suite/src/test/java/org/apache/maven/it/IntegrationTestSuite.java,1,7.077,1
maven,26f1e817449a97af5cea35183494df45c05a03fd,2,1,6,1,0,0.0,2,1,84,2,,0,3.357,0
maven,06c32178993e7e6ecee487831873a5e568b4643a,1,1,36,6,0,0.0,1,1,80,84,,0,3.368,0
maven,24697184cc3a0c4aac7c46498038ecaa9a2d8025,4,5,3,32,0,0.0,1,3,43,88,,0,7.663,0
maven,8913502589acbbd51f5403666c239633c5e06f2d,3,4,3,16,0,0.0,1,3,43,942,,0,10.031,0
maven,789d75fc68365e0a1281a3532a07e2e744a76b30,2,19,3,21,1,0.0435,1,11,43,855,,0,64.843,0
maven,f2116001b9cc4c3f1a0f389260422f015b1d84c6,1,8,3,14,0,0.0,1,6,43,354,,0,37.111,0
maven,b373bb06e8c539622569b41dedc3402441b56846,280,280,339,339,339,1.0,60,61,7888,7892,,0,92.845,0
maven,c7aa002c749996f46ae04f1d1c1e1390b7374f7e,2,2,2,6,0,0.0,2,1,6,156,,0,8.452,0
maven,430152c1e565f1b8e29221e4fbb66843f4b83e2d,1,1,11,4,1,0.0714,1,1,438,106,its/core-it-suite/src/test/java/org/apache/maven/it/IntegrationTestSuite.java,1,13.968,1
maven,c82409a2d843427ceceb9a42b0a4dc46cc4637bd,18,1,196,1,0,0.0,6,1,999,6,,0,81.305,0
maven,3d76faed001b260737cc89ba968d7d0e64938ecc,12,1,14,2,1,0.0667,8,1,632,43,,0,16.008,0
maven,cd34b08df1f378b44fae3d8020aa1fda8089dc79,2,2,190,3,2,0.0105,1,1,995,23,,0,1.008,0
maven,909fb7c59b87286b6eae36195f65db4776ccf92a,2,1,1,1,0,0.0,2,1,31,2,,0,22.3,0
maven,6a93bbea23e362c9cea7d710a37556258c2dbd47,34,1,67,1,0,0.0,6,1,1259,13,,0,26.819,0
maven,abca6ab6e2508860fb30d6e51b668c6c513e3d9e,2,1,1,2,0,0.0,1,1,5,468,,0,1.048,0
maven,862c84a52b9ae9b88bc9a6cfa256852532d02a9a,4,1,1,1,0,0.0,2,1,7,8,,0,9.608,0
maven,529e8a62049d009a800cbf0b37ca348abaf9022d,2,2,0,4,0,0.0,1,2,0,22,,0,0.466,0
maven,c6c5192d4bcb50c1aab6fade53dfb9c2f3d9b7e7,1,1,1,1,0,0.0,1,1,4,61,,0,2.557,0
maven,a2abd39e211900a652052ec4e48b8c60519ef70c,2,2,1,1,1,1.0,2,2,5,5,,0,0.114,0
maven,0499d1d36af9be8a31f2e8f7c36ca8946b1862a8,1,3,1,1,0,0.0,1,1,5,8,,0,1.648,0
maven,90142e9780ca57d4e0e3dc7d6ad2b2a554a174d1,1,3,1,1,0,0.0,1,1,5,8,,0,1.648,0
maven,b4a77803502321e19f227110d52e42bab7ccf5d6,1,2,5,15,0,0.0,1,1,76,292,,0,0.033,0
maven,3bf568eda60b9f5f5fab21599f7c2d2e662a6ca1,1,2,2,5,0,0.0,1,2,26,104,,0,7.074,0
maven,0f265210df35cc0f120a47a6869f6ede30287617,1,1,1,1,0,0.0,1,1,2,4,,0,3.176,0
maven,6125acf1c4912a20a7f4753cd4baf2dc642068fd,5,2,16,2,0,0.0,3,1,308,7,,0,7.267,0
maven,5691c6e272e1317afdf33897adb4bc7b221bc0ee,1,1,4,1,0,0.0,1,1,140,30,,0,0.982,0
maven,5cfcb2f5b0ddb6571283b7086b9a8ff9ba531726,2,2,2,13,0,0.0,1,1,92,15,,0,2.021,0
maven,d92f6ee23b80b7256edc8daed7e03a51ee03cef0,1,2,10,1,0,0.0,1,2,24,6,,0,0.332,0
maven,eb164f514caf30c2a2e7e23b970f5eb3169f9624,1,1,1,2,0,0.0,1,1,2,35,,0,4.208,0
maven,2d7069b6e35844207b77d59674e87660fd0061a9,1,2,1,2,0,0.0,1,1,5,27,,0,0.867,0
maven,f50ae7b059fd52f1f5a79a79d9eb9ea803918638,102,6,134,2,2,0.0149,9,3,3672,21,maven-embedder/src/main/java/org/slf4j/impl/MavenSlf4jSimpleFriend.java;pom.xml,1,5.266,1
maven,2ec0a6b69fc699f4f75a5a69bf94b6cc1799542b,1,1,3,1,1,0.3333,1,1,18,2,,0,2.761,0
maven,ebf2e4ddeaee2c7634a66b7c08bf4bf197768896,13,99,29,133,9,0.0588,6,9,587,3666,.gitignore;pom.xml,0,29.899,1
maven,d659d21df1598ad98075222c1657400a0c17f1c9,1,3,2,3,0,0.0,1,3,51,5,,0,6.99,0
maven,137cbd8a9772343f5fa5e48ca0a3cce4fe8e4331,71,105,131,118,31,0.1422,7,8,3269,3887,maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultArtifactDescriptorReader.java;maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionRangeResolver.java;maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionResolver.java;maven-core/src/main/java/org/apache/maven/DefaultMaven.java;maven-core/src/main/java/org/apache/maven/plugin/internal/DefaultLegacySupport.java;maven-core/src/main/java/org/apache/maven/plugin/prefix/PluginPrefixResult.java;maven-embedder/src/main/java/org/apache/maven/cli/transfer/Slf4jMavenTransferListener.java;pom.xml;src/site/site.xml,1,0.132,1
maven,8181e7c7fa2ba104187710175c02ad2d042504b9,25,104,3,118,1,0.0083,5,8,43,3887,,0,80.748,0
maven,27ad9858d215e40ab4853428c144554ae1bbb981,239,69,204,149,64,0.2215,14,6,7459,3797,.gitignore;apache-maven/pom.xml;maven-aether-provider/pom.xml;maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultArtifactDescriptorReader.java;maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionRangeResolver.java;maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionResolver.java;maven-aether-provider/src/main/java/org/apache/maven/repository/internal/LocalSnapshotMetadataGenerator.java;maven-aether-provider/src/main/java/org/apache/maven/repository/internal/RemoteSnapshotMetadataGenerator.java;maven-artifact/pom.xml;maven-compat/pom.xml;maven-compat/src/test/java/org/apache/maven/project/AbstractMavenProjectTestCase.java;maven-compat/src/test/java/org/apache/maven/project/LegacyLocalRepositoryManager.java;maven-core/pom.xml;maven-core/src/main/java/org/apache/maven/DefaultMaven.java;maven-core/src/main/java/org/apache/maven/ReactorReader.java;maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginRealmCache.java;maven-core/src/main/java/org/apache/maven/project/DefaultProjectDependenciesResolver.java;maven-core/src/main/resources/META-INF/plexus/artifact-handlers.xml;maven-core/src/test/java/org/apache/maven/AbstractCoreMavenComponentTestCase.java;maven-core/src/test/java/org/apache/maven/project/AbstractMavenProjectTestCase.java;maven-core/src/test/java/org/apache/maven/project/LegacyLocalRepositoryManager.java;maven-core/src/test/java/org/apache/maven/project/PomConstructionTest.java;maven-core/src/test/java/org/apache/maven/repository/TestRepositoryConnector.java;maven-core/src/test/java/org/apache/maven/settings/PomConstructionWithSettingsTest.java;maven-embedder/pom.xml;maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java;maven-model-builder/pom.xml;maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java;maven-model/pom.xml;maven-plugin-api/pom.xml;maven-plugin-api/src/main/mdo/plugin.mdo;maven-plugin-api/src/site/apt/index.apt;maven-repository-metadata/pom.xml;maven-settings-builder/pom.xml;maven-settings/pom.xml;pom.xml;src/site/site.xml,1,515.576,1
maven,38d132b64d0e176456b9720f5acf56ce7decf457,23,38,18,40,18,0.45,4,5,601,1037,apache-maven/src/bin/mvn;maven-embedder/src/site/apt/logging.apt,0,12.229,1
maven,2eea7d9dfc797fcf37544f7a2c7d0b76f9377781,1,2,1,3,0,0.0,1,1,7,478,,0,0.355,0
maven,af88f8500d5ba23a6b68773e12f38e832d0d7ea9,1,2,1,0,0,0.0,1,1,2,0,,0,3.75,0
maven,1aaf64552ffbe56f430d9fbadaab81eb94cac728,4,21,9,8,4,0.3077,2,3,194,460,impl/maven-testing/pom.xml;impl/maven-testing/src/main/java/org/apache/maven/plugin/testing/AbstractMojoTestCase.java,1,1000.357,1
maven,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,197,352,287,916,163,0.1567,6,3,21920,58333,build.xml;maven-compat/src/main/java/org/apache/maven/artifact/manager/DefaultWagonManager.java;maven-compat/src/main/java/org/apache/maven/artifact/manager/WagonManager.java;maven-core/pom.xml;maven-core/src/main/java/org/apache/maven/DefaultMaven.java;maven-core/src/main/java/org/apache/maven/execution/DefaultMavenExecutionRequest.java;maven-core/src/main/java/org/apache/maven/execution/MavenExecutionRequest.java;maven-core/src/main/java/org/apache/maven/lifecycle/DefaultLifecycleExecutor.java;maven-core/src/main/java/org/apache/maven/listeners/BuildExtensionListener.java;maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java;maven-core/src/main/java/org/apache/maven/plugin/PluginManager.java;maven-core/src/main/java/org/apache/maven/project/DefaultProjectBuilderConfiguration.java;maven-core/src/main/java/org/apache/maven/project/MavenProject.java;maven-core/src/test/java/org/apache/maven/project/AbstractMavenProjectTestCase.java;maven-core/src/test/java/org/apache/maven/project/PomConstructionTest.java;maven-core/src/test/java/org/apache/maven/project/ProjectClasspathTest.java;maven-core/src/test/java/org/apache/maven/project/harness/PomTestWrapper.java;maven-core/src/test/java/org/apache/maven/project/harness/Xpp3DomPointerFactory.java;maven-core/src/test/java/org/apache/maven/settings/PomConstructionWithSettingsTest.java;maven-core/src/test/projects/lifecycle-executor/project-with-plugin-level-configuration-only/pom.xml;maven-core/src/test/resources-project-builder/dependency-inheritance/pom.xml;maven-core/src/test/resources-project-builder/plugin-exec-config-order/wo-plugin-mngt/pom.xml;maven-embedder/pom.xml;maven-embedder/src/main/java/org/apache/maven/embedder/MavenEmbedder.java;maven-embedder/src/main/java/org/apache/maven/embedder/execution/DefaultMavenExecutionRequestPopulator.java;maven-embedder/src/test/java/org/apache/maven/embedder/MavenEmbedderTest.java;maven-model-builder/pom.xml;maven-model-builder/src/main/java/org/apache/maven/model/ModelEventListener.java;maven-model-builder/src/main/java/org/apache/maven/model/interpolator/DefaultInterpolator.java;maven-model-builder/src/main/java/org/apache/maven/model/interpolator/Interpolator.java;maven-model-builder/src/main/java/org/apache/maven/model/interpolator/InterpolatorProperty.java;maven-model/pom.xml;maven-model/src/main/mdo/maven.mdo;maven-repository/pom.xml;maven-repository/src/main/java/org/apache/maven/repository/MetadataGraph.java;maven-repository/src/main/java/org/apache/maven/repository/MetadataResolutionRequest.java;maven-repository/src/main/java/org/apache/maven/repository/RepositorySystem.java;maven-repository/src/main/java/org/apache/maven/repository/legacy/LegacyRepositorySystem.java;maven-toolchain/src/main/java/org/apache/maven/toolchain/DefaultToolchainManager.java;maven-toolchain/src/main/java/org/apache/maven/toolchain/DefaultToolchainManagerPrivate.java;pom.xml,1,82.399,1
httpcomponents-client,6b410fe0e7fa3aff8484b0888f220f7bd526bcfc,3,1,7,1,0,0.0,2,1,71,2,,0,5.333,0
httpcomponents-client,102ed1e844b5b0a811f221eddbde539e68450731,9,9,50,52,5,0.0515,1,1,3046,2126,httpclient/src/main/java/org/apache/http/impl/client/AbstractHttpClient.java,1,18.16,1
httpcomponents-client,1b1d692a3d11ca6fe7c36fb7237a9c2f0fe73dcf,2,4,10,9,1,0.0556,1,1,86,155,,0,2.703,0
httpcomponents-client,9e544545307e2c0d7126c59928c63f8864c9da77,9,1,54,37,31,0.5167,1,1,1961,890,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/CacheConfig.java,1,16.814,1
commons-compress,c967cd5bd2b0d99dd997e49f1da0655dc55d7ea2,1,1,2,1,0,0.0,1,1,4,13,,0,3.317,0
commons-compress,b37c85c2e3a01afcc0220fa4ebcf4916ac6797ce,1,2,1,4,0,0.0,1,1,1,12,,0,0.775,0
commons-compress,5caf2217ba31c0987963083b04439a8eb563e2c4,1,1,2,2,0,0.0,1,1,0,32,,0,5.126,0
commons-compress,6b902dead33799ca4a57ce01682302bb3bca00f8,1,1,1,5,0,0.0,1,1,27,687,,0,0.595,0
commons-compress,2d53783b6138c5901bc9e016a7fa21bd9cf6c307,2,1,3,2,0,0.0,1,1,7,6,,0,2.368,0
commons-compress,e61cd62b2eb28783afc7057041c27f20a4b7e08d,1,2,1,2,0,0.0,1,2,2,4,,0,4.037,0
commons-compress,4dddd4973ff2ce7f149e61e80e762f558b2e5379,1,2,1,3,0,0.0,1,2,4,10,,0,2.549,0
commons-compress,7c188c64246dd35cc4f4af59bec504949fae7a07,2,1,1,1,0,0.0,1,1,14,2,,0,1.424,0
commons-compress,7c98169541e3b5c62ce47926fbc0d317573c3116,1,1,1,12,0,0.0,1,1,14,87,,0,0.312,0
commons-compress,1346ce40094783007df65d473e493eb16a04d955,1,1,3,1,0,0.0,1,1,19,28,,0,1.977,0
commons-compress,d224f6317d6dce0a295d0c4f661c87243f62d71d,1,1,1,1,0,0.0,1,1,2,2,,0,0.009,0
commons-compress,af0392c6da4e4ea47633401fc7a93d59d0ae8f0c,6,1,3,1,1,0.3333,2,1,12,2,,0,0.875,0
commons-compress,c0b40d5735ae1e8edda06b0f6548dcc6fb12ba97,4,1,3,2,2,0.6667,2,1,6,6,,0,0.874,0
commons-compress,dcc22793ef2f11409c3691a7df4dc6767a5ff36c,2,1,1,2,0,0.0,2,1,2,4,,0,0.874,0
commons-compress,694a3b37e9aaab752a609e73b113c625f2b62d45,1,1,1,2,0,0.0,1,1,1,6,,0,0.94,0
commons-compress,ebf832f7b2750ac554e495d4e55ea430fec4d7b6,2,5,2,28,0,0.0,1,1,0,176,,0,2.492,0
commons-compress,055c5fa14ef0382de61192cf1181e57b47654607,3,4,26,4,1,0.0345,1,2,168,9,,0,0.616,0
commons-compress,98907c37cbdd02fcfdf8137be5921fbf1f18dff9,1,3,1,4,0,0.0,1,2,26,12,,0,5.196,0
commons-compress,0f0ac4afc3e5a2e31cfe47e25cc98a192c38baba,1,8,1,7,0,0.0,1,3,12,34,,0,5.898,0
commons-compress,cf33cb22711fdcb3e55c6d0196a92dd7056542e4,1,16,3,16,0,0.0,1,4,76,257,,0,12.153,0
commons-compress,8c8b64f06cf312704687cb2e3fe8b15c75821802,2,2,2,1,1,0.5,2,1,6,4,,0,4.944,0
commons-compress,01e80d89baf153342c2340aaaa5151f76623721e,4,2,5,2,1,0.1667,3,1,18,5,,0,4.139,0
commons-compress,3f3bc678d3975b8214e419c7127d831f91d7628d,1,1,1,2,0,0.0,1,1,5,6,,0,1.821,0
commons-compress,5359aacefd98b32abac3020708442965466566d2,1,2,2,1,0,0.0,1,1,24,4,,0,5.322,0
commons-compress,59f3af555c59960180d93214527a42538425fd15,1,8,3,5,0,0.0,1,1,45,228,,0,0.88,0
commons-compress,52b2f468a45e4b6a445a08172847fb1072a75932,1,3,1,4,0,0.0,1,1,117,16,,0,0.803,0
commons-compress,6964311b2bd7b915cb9779936ae70cbe1bcc1b70,4,1,3,1,0,0.0,1,1,16,2,,0,1.839,0
commons-compress,1acacc6a2cbbbbf83e19d15333a6334c304f369b,1,2,2,2,0,0.0,1,2,6,5,,0,2.622,0
commons-compress,6dbf1caa8dface9f0c443cc5b1c1644784370371,1,1,1,4,0,0.0,1,1,2,14,,0,1.481,0
commons-compress,81ac94151eedc61c2131239362a051e30c5e9e59,1,4,1,3,0,0.0,1,1,4,16,,0,0.328,0
commons-compress,e06d2e37fd2eb8c8a5037290ea76f91cab1d1f3e,1,7,1,4,0,0.0,1,3,4,16,,0,4.311,0
commons-compress,351cf8263a129c335b4bfebfad182f71d01524a2,1,2,2,2,1,0.3333,1,2,3,4,,0,0.007,0
commons-compress,1db4e1f8633638ac75695a997c16e219354cab11,1,2,1,2,1,0.5,1,2,3,3,,0,0.847,0
commons-compress,67b9dc6de1146dafa8d6d7aee8682bb0b57665ba,1,7,6,4,1,0.1111,1,2,333,10,,0,1.719,0
commons-compress,17d284175569bccd3d9610ae2081d8e72d728849,37,5,521,2,1,0.0019,2,1,29462,4,,0,3.101,0
commons-compress,2580413ebe6fe1600be87d0006ff8a63cab0e89e,1,1,1,2,0,0.0,1,1,3,14,,0,0.66,0
commons-compress,656d74d574893ee22bd5cca3f2449a44886f6e31,1,296,1,384,1,0.0026,1,6,30,24624,,0,64.944,0
commons-compress,a11fa2e394edb9a78254f76d943d0249e637bc2f,1,2,21,3,0,0.0,1,1,410,8,,0,0.553,0
commons-compress,10bc9ff2ec8ecfdddc86d15a346a3f3db7b302bc,1,2,4,2,0,0.0,1,1,90,8,,0,0.841,0
commons-compress,2de9f673e91558f23bb2e5fa04ed36ea332b6c8e,2,4,1,2,0,0.0,1,2,17,6,,0,3.007,0
commons-compress,90b12d7c1ce6b3f0ea6cc10a69d2a9b12e65a04c,1,3,1,3,0,0.0,1,1,17,10,,0,3.605,0
commons-compress,63726bfadce566721cc166f43efc837b449d1a29,3,2,4,2,0,0.0,1,1,16,13,,0,4.418,0
commons-compress,6f5308a303d26f87b16da8213629f8d7bcde7d08,1,2,1,1,0,0.0,1,1,1,4,,0,8.754,0
commons-compress,974cd4675d7328f7be398bbd08fa6a19fb375ef8,1,4,3,2,0,0.0,1,2,50,8,,0,3.119,0
commons-compress,54b8ab5cbf4a280d067c2f01b7d8fd18ec7f1bcc,2,4,2,2,0,0.0,1,3,9,9,,0,9.135,0
commons-compress,d4aaa5dde7efc66fb7f9d7300f67a56d4464c5b0,5,737,7,637,7,0.011,3,25,51,102426,NOTICE.txt;README.md;pom.xml;src/changes/changes.xml;src/site/site.xml;src/site/xdoc/download_compress.xml,0,619.015,1
commons-compress,e5f58016675a173eda5e4c748582af7d16eaca02,1,2,1,4,0,0.0,1,1,2,0,,0,0.885,0
commons-compress,33d3833b9fb9e0c392fb42efa69d2b24d01384b2,2,1,1,3,0,0.0,1,1,82,48,,0,2.664,0
commons-compress,b69c6178814f0a8b9e0b61e06046c5e5089ec764,2,1,1,2,1,0.5,1,1,3,4,,0,0.094,0
commons-compress,d59a74fa9662a1051bf7e74dd3bdd1263b2b8de8,19,9,10,6,3,0.2308,5,1,144,86,pom.xml;src/changes/changes.xml,0,34.959,1
commons-compress,ae113d98b9b73bc769a902d088b1b694027f8224,1,1,6,2,0,0.0,1,1,313,4,,0,0.604,0
commons-compress,ced7f897fbcf833fc2c10f57f05b08489051e40e,1,2,1,2,0,0.0,1,1,2,8,,0,3.704,0
commons-compress,9248afd69833a55004779a4273c800e3240a0b69,3,1,1,28,0,0.0,1,1,7,1197,,0,0.008,0
commons-compress,51735be0e470098941e3a5aeebcf74b12902cf00,1,1,1,1,0,0.0,1,1,4,2,,0,7.272,0
commons-compress,b0bf28a8ce852bccfdd0b0dadbe5164be18bfdb8,1,28,1,177,0,0.0,1,3,74,2951,,0,45.22,0
commons-compress,edb48b39749e03b44ff61cb1494225017df37652,2,3,1,2,0,0.0,1,1,6,6,,0,11.244,0
commons-compress,76ed54de269f3854a18e26e7610a783bceba1268,2,1,42,3,0,0.0,1,1,806,14,,0,30.469,0
commons-compress,bce1af06f799943cd5d6b99a7ef4ff60e4c48937,8,12,21,144,0,0.0,2,2,593,25525,,0,20.162,0
commons-compress,e7cbb63081956e0a9660cbcb71e14516d3e76390,7,2,144,5,1,0.0068,2,1,26623,11,,0,0.054,0
commons-compress,a3a7883556b2b035074c3260c50247423cb4a6df,5,15,144,5,2,0.0136,2,3,26610,117,,0,6.271,0
commons-compress,9ddce502c5161baf301130621c4b85de92b462ad,2,2,2,2,0,0.0,1,1,6,88,,0,0.173,0
commons-compress,c754db31c66eee16e4839dfe58686f57e8cb189c,4,215,144,241,5,0.0132,1,12,26622,9301,pom.xml,0,288.663,1
commons-compress,79284823dbbd92f7cc612936c38162e477edf932,95,2,182,3,2,0.0109,8,2,4394,57,,0,96.972,0
commons-compress,8225539a5d0e817c8afd70710a966ff6c8b2c9c6,12,1,37,3,1,0.0256,3,1,306,38,,0,0.813,0
commons-compress,93aab64df1cbff990057677af33990be971b4f58,6,1,27,10,1,0.0278,3,1,204,68,,0,0.71,0
commons-compress,8fc60bfca3342f2bfe1a756f71761222fa2c4106,4,1,19,8,0,0.0,3,1,178,26,,0,0.704,0
commons-compress,e404cbc025fe0c895d9d9d6c349f106af6d4f49e,2,1,2,17,0,0.0,1,1,4,174,,0,0.656,0
commons-compress,8f46229d3bbc449fba7cee39fd1811f42f008764,1,1,1,1,0,0.0,1,1,3,2,,0,0.001,0
commons-compress,648602a8d69d945e8b06f4a0acdaf30eff972434,1,1,1,1,0,0.0,1,1,3,2,,0,0.001,0
commons-compress,a1a3bc93dad7c827ea73cb94c24739ed048b77bb,1,1,1,1,0,0.0,1,1,3,2,,0,0.289,0
commons-compress,464ba19a1f41f66830a18bef6910c825c957ddf9,45,2,192,6,2,0.0102,4,1,5037,128,,0,18.24,0
commons-compress,8c42e2b53e2b8da6d0856a4cba320b971c5295f5,1,1,2,1,0,0.0,1,1,6,2,,0,0.113,0
commons-compress,9b2e7874216392829f4feb261aefe1fa2deeb2e5,1,214,1,219,1,0.0046,1,14,1,10151,,0,306.866,0
commons-compress,2840244821cb038aa2a6c48c8a69d0acf0b27bd4,13,1,25,3,0,0.0,4,1,423,6,,0,4.56,0
commons-compress,5964eb4775bd8d974f171d051eba6c8a0ea08d58,59,5,80,5,4,0.0494,8,1,1081,361,,0,43.934,0
commons-compress,a212dd4c4f41321a079f19c51531e2158ca5218f,4,1,19,1,0,0.0,2,1,56,2,,0,1.548,0
commons-compress,eb79e1add65f88072c1bc47b77ee4c388afe23f6,2,1,9,11,1,0.0526,2,1,42,14,,0,1.542,0
commons-compress,18fb261d0bbbb8cc52483267213e0d2ef4c43de7,2,1,1,1,0,0.0,2,1,1,2,,0,0.167,0
commons-compress,09ff001008de7397b59b4381b633564dd77427a7,7,1,2,2,0,0.0,3,1,4,38,,0,9.061,0
commons-compress,988f970ba5e407d0c7bc217ec9f2082e47145419,1,1,3,1,0,0.0,1,1,14,7,,0,0.773,0
commons-compress,9ea37ac9f06cc7c059a7389c6787d6e7ef4b1b0a,8,1,8,3,0,0.0,3,1,282,304,,0,31.595,0
commons-compress,3db76a08e7df0aa7a844da8f78584ccf65389b9d,3,1,2,4,0,0.0,2,1,13,72,,0,23.547,0
commons-compress,a4ee594d146012bc05d84147a1cd3cfbd7598fc6,1,1,1,5,1,0.2,1,1,151,39,,0,4.991,0
commons-compress,6eec951cf160b526e5bc51921650ad6166485ebe,5,1,10,1,0,0.0,1,1,278,2,,0,0.071,0
commons-compress,2dbdb7b8278e4e9df0a3754b7335325e6e275155,5,3,5,3,0,0.0,2,1,117,194,,0,15.888,0
commons-compress,13cd268a4c99045a32a30ef5dc3d63ea04477d18,1,16,2,25,1,0.0385,1,2,107,1339,,0,10.588,0
commons-compress,03b7d1ecec4811fe7e6ae63eacb1e63291eaaf6e,19,2,52,11,1,0.0161,3,1,3544,843,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,1,54.987,1
commons-compress,95140bd9675df0284e97706c1b48d34e339738c9,2,6,7,27,3,0.0968,1,2,599,2380,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java;src/main/java/org/apache/commons/compress/compressors/FileNameUtil.java,1,30.883,1
commons-compress,b507be8f0b8ad9fce82bfad1cb25bde069d2c045,10,3,7,25,0,0.0,4,1,371,2242,,0,54.127,0
commons-compress,898e57b4dcd0f13ba7253398ac224da581e043e9,2,3,2,4,2,0.5,1,2,87,91,src/test/java/org/apache/commons/compress/archivers/sevenz/SevenZFileTest.java,1,21.244,1
commons-compress,575f0eb67d04d524872435f610d445c4d96597c1,1,1,1,2,0,0.0,1,1,6,39,,0,29.148,0
commons-compress,a7a95f04bfe2c0a855ff3081099f0ef82d32f35a,2,1,2,5,1,0.1667,1,1,5,49,,0,0.896,0
commons-compress,b5401c47f8bc8810b6c404864743d250b2ccc201,1,1,2,5,0,0.0,1,1,8,42,,0,0.958,0
commons-compress,67c2f681a2966adb2c694bccb33f3d626cf4048a,2,1,2,7,2,0.2857,1,1,12,49,src/changes/changes.xml,0,0.362,1
commons-compress,0c644264e0788d514c5e5b357eeb611ae06b162a,1,1,1,5,0,0.0,1,1,9,52,,0,0.99,0
commons-compress,b18ef2a10393824bd9a79c908bda656de4d45006,15,27,13,24,7,0.2333,2,2,206,1323,src/changes/changes.xml;src/test/java/org/apache/commons/compress/archivers/zip/ZipFileTest.java,1,5.927,1
commons-compress,920831594efc8d25fd280d79682e9aa9aad22f23,1,2,1,1,0,0.0,1,1,1,77,,0,1.856,0
commons-compress,469752132b291f3174af9679a5eb858aa7c1a04f,3,1,2,4,0,0.0,1,1,363,113,,0,1.665,0
commons-compress,5def510d00f73b25db8ce44303df49050f99dfbc,3,9,4,9,0,0.0,2,1,273,276,,0,6.201,0
commons-compress,00b5e3911a774af003b7d7291c147fc50bc21c32,1,2,6,9,6,0.6667,1,1,64,278,src/main/java/org/apache/commons/compress/MemoryLimitException.java;src/main/java/org/apache/commons/compress/compressors/lzma/LZMACompressorInputStream.java;src/main/java/org/apache/commons/compress/compressors/lzw/LZWInputStream.java;src/main/java/org/apache/commons/compress/compressors/xz/XZCompressorInputStream.java;src/main/java/org/apache/commons/compress/compressors/z/ZCompressorInputStream.java,1,0.94,1
commons-compress,3ecbdd79ee964d325b7ce8a1ca982935cc7d92f7,1,8,4,10,2,0.1667,1,2,53,422,src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java;src/test/java/org/apache/commons/compress/compressors/DetectCompressorTestCase.java,1,8.02,1
commons-compress,7b5816d968d05236821832aecb071e891627ea4e,21,5,16,3,0,0.0,1,2,1098,361,,0,5.016,0
commons-compress,99bc508220672ac501d72e9c0b4271e0b9fa2955,2,1,1,5,0,0.0,1,1,10,52,,0,3.008,0
commons-compress,bf85a64aaee3abee6f25f031862561162a613dd9,1,3,176,7,4,0.0223,1,1,2114,116,,0,0.039,0
commons-compress,b1e2a02c09936e604d8f5259ad7a0cf9ab99e55d,1,1,1,4,1,0.25,1,1,2,33,,0,3.822,0
commons-compress,b7b5e5e873b278030c2a98b08e9eaf54afb0715c,2,2,2,4,0,0.0,1,1,4,62,,0,4.7,0
commons-compress,ad634c0c24e883ec4ba509122df4679c2245e37b,3,3,5,8,4,0.4444,1,1,31,160,,0,11.997,0
commons-compress,cd47ed96ae57fda2d2db142d6f2c50bfad8e5f9c,26,8,52,10,0,0.0,3,1,1754,234,,0,56.969,0
commons-compress,1c8ff15c8223ba13d0585c9f627feb3270e52aee,7,4,10,8,0,0.0,1,2,234,192,,0,15.43,0
commons-compress,b38b413490d64e1fe49322978375722425d78f80,6,3,10,2,1,0.0909,1,2,234,33,,0,21.538,0
commons-compress,b885ae59abb25eb8b86f0649fbdf94515a9030bb,5,1,10,6,2,0.1429,1,1,234,627,,0,1.207,0
commons-compress,386cbe49133277aa926349db23e38681623d0100,1,49,1,16,0,0.0,1,1,10,2235,,0,0.91,0
